timestamp,close
,GC=F
1230854400000,878.7999877929688
1231113600000,857.2000122070312
1231200000000,865.4000244140625
1231286400000,841.0999755859375
1231372800000,853.9000244140625
1231459200000,854.2999877929688
1231718400000,820.2999877929688
1231804800000,820.0999755859375
1231891200000,808.2000122070312
1231977600000,806.7000122070312
1232064000000,839.2999877929688
1232409600000,854.5999755859375
1232496000000,849.5999755859375
1232582400000,858.2000122070312
1232668800000,895.2999877929688
1232928000000,908.5
1233014400000,899.2000122070312
1233100800000,888.0999755859375
1233187200000,905.0999755859375
1233273600000,927.2999877929688
1233532800000,906.7000122070312
1233619200000,892.0
1233705600000,901.5999755859375
1233792000000,913.5999755859375
1233878400000,913.9000244140625
1234137600000,892.4000244140625
1234224000000,913.7000122070312
1234310400000,943.7999877929688
1234396800000,948.5
1234483200000,941.5
1234828800000,967.0
1234915200000,977.7000122070312
1235001600000,976.0999755859375
1235088000000,1001.7999877929688
1235347200000,994.5999755859375
1235433600000,969.0999755859375
1235520000000,965.7000122070312
1235606400000,941.7999877929688
1235692800000,941.5
1235952000000,939.0
1236038400000,912.9000244140625
1236124800000,906.0
1236211200000,927.0
1236297600000,942.0999755859375
1236556800000,917.7000122070312
1236643200000,895.5999755859375
1236729600000,910.4000244140625
1236816000000,923.7000122070312
1236902400000,929.7999877929688
1237161600000,921.5999755859375
1237248000000,916.4000244140625
1237334400000,888.7000122070312
1237420800000,958.2999877929688
1237507200000,955.7999877929688
1237766400000,952.0999755859375
1237852800000,923.2999877929688
1237939200000,935.4000244140625
1238025600000,939.5999755859375
1238112000000,923.0
1238371200000,915.5
1238457600000,922.5999755859375
1238544000000,926.0999755859375
1238630400000,907.4000244140625
1238716800000,895.5999755859375
1238976000000,871.5
1239062400000,882.2000122070312
1239148800000,884.7999877929688
1239235200000,882.2000122070312
1239580800000,894.7000122070312
1239667200000,890.9000244140625
1239753600000,892.7999877929688
1239840000000,879.2999877929688
1239926400000,867.4000244140625
1240185600000,887.0
1240272000000,882.0999755859375
1240358400000,891.7999877929688
1240444800000,905.9000244140625
1240531200000,913.5999755859375
1240790400000,907.4000244140625
1240876800000,892.7999877929688
1240963200000,899.7999877929688
1241049600000,890.7000122070312
1241136000000,887.5999755859375
1241395200000,901.5999755859375
1241481600000,903.7000122070312
1241568000000,910.5
1241654400000,915.0
1241740800000,914.4000244140625
1242000000000,913.0
1242086400000,923.5
1242172800000,925.5
1242259200000,928.0
1242345600000,930.9000244140625
1242604800000,921.2999877929688
1242691200000,926.2999877929688
1242777600000,937.0
1242864000000,950.7999877929688
1242950400000,958.5
1243296000000,953.0999755859375
1243382400000,953.2000122070312
1243468800000,961.5
1243555200000,978.7999877929688
1243814400000,978.5999755859375
1243900800000,983.2000122070312
1243987200000,964.5
1244073600000,981.2000122070312
1244160000000,961.7000122070312
1244419200000,951.7000122070312
1244505600000,954.0
1244592000000,954.0
1244678400000,961.2999877929688
1244764800000,940.0999755859375
1245024000000,926.9000244140625
1245110400000,931.5999755859375
1245196800000,935.4000244140625
1245283200000,934.0
1245369600000,935.5999755859375
1245628800000,920.5999755859375
1245715200000,923.9000244140625
1245801600000,934.0999755859375
1245888000000,939.0999755859375
1245974400000,940.7000122070312
1246233600000,940.4000244140625
1246320000000,927.0999755859375
1246406400000,941.0
1246492800000,930.7000122070312
1246838400000,924.0
1246924800000,928.7999877929688
1247011200000,909.0
1247097600000,915.9000244140625
1247184000000,912.2000122070312
1247443200000,922.2000122070312
1247529600000,922.5
1247616000000,939.0999755859375
1247702400000,935.0999755859375
1247788800000,937.2000122070312
1248048000000,948.5
1248134400000,946.5999755859375
1248220800000,953.0
1248307200000,954.5
1248393600000,952.7999877929688
1248652800000,953.2999877929688
1248739200000,939.0
